,ProductKey,CultureName,ProductDescription
4307,277,Gujrati,"""અમારી અગ્ર હરોળની HL ફ્રેમ જેમાંથી બની છે તેવી જ ઍલ્યુમિનિયમ મિશ્ર ધાતુમાંથી બનેલી ML ની લાક્ષણિકતા છે હળવા વજનની ડાઉન-ટ્યુબ, જેનો ચોક્કસ વ્યાસ મહત્તમ મજબૂતાઇ પ્રદાન કરે છે. પુરુષો માટેનું સંસ્કરણ. """
4308,277,Hindi,जिस एल्युमीनियम अयस्क से हमारा सबसे बेहतरीन HL फ़्रेम बनता है उसी से बनने वाले ML में अधिकतम मज़बूती प्रदान करने के लिए एकदम सटीक व्यास के साथ बनाई गई एक हल्के वज़न वाली डाउन-ट्यूब होती है. पुरुष संस्करण. 
4309,277,Hungarian,A legfelső kategóriás HL vázzal egyező alumíniumötvözetből készült ML váz pehelykönnyű alsó csövét az optimális szilárdság eléréséhez szükséges átmérőjűre martuk. Férfi változat.
4310,277,Icelandic,ML-stellið smíðað úr sömu álblöndu og HL-stellið og er búið léttri niðurstöng sem skorin er af nákvæmni með þvermáli sem skilar bestum styrk. Karlastell.
4311,277,Indonesian,"""Terbuat dari alloy aluminium yang sama seperti rangka HL kami yang terdepan, ML dilengkapi pipa bawah ringan yang diproses dengan diameter yang tepat untuk kekuatan optimal. Model untuk pria."""
4312,277,Inuktitut,"""nFC/s/z nNymJ6 x0pzi4 m3Dwoz]J2 nFC/s/s2 tu5tx?os3ymi3XK5 HL, b4fxl ML se5goxEym1uJ5 h9lozl N7mtx6gu4 namic3Li n8qdt4nzk5."""
4313,277,Irish,Tá an ML  déanta den chóimhiotal alúmanaim céanna is atá an fráma is foirfe HL agus tá fánphíobán éadrom ann atá muilleáilte chun an cumhacht optamach a sholáthar. Leagan na bhfear. 
4314,277,Italian,Il modello ML è realizzato nella medesima lega di alluminio utilizzata per il telaio HL alto di gamma ed è dotato di un tubo obliquo leggero con un diametro che consente di offrire la resistenza ottimale. Modello da uomo.
4315,277,Kannada,ಗಂಡಸರಿಗಾಗಿ ಇರುವ ಸೈಕಲ್‌ನಲ್ಲಿ HL ಫ್ರೇಮ್ ಮಾಡಿರುವ ಖನೀಜದಿಂದಲೆ ಮಾಡಿರುವ ML ಸರಿಯಾದ ಅಳತೆಯ ಹಾಗೂ ಸಾಮರ್ಥ್ಯ ಹೆಚ್ಚಿಸುವ ಸಲುವಾಗಿ ಮಾಡಿರುವ ಕೆಳಮುಖ ಕೊಳವೆಯಾಗಿದೆ.  
4316,277,Kazakh,Ең үздік HL қаңқасымен бірдей алюминий қорытпадан жасалған ML қаңқасының жеңіл төменгі түтігі ең тиімді беріктік үшін ыңғайлы диаметрмен иіледі. Ерлерге арналған.
4317,277,Konkani,"""आमचे वयले HL फ्रेमी सारक्याच आलुमिन मिस्रधातू पासून तयार केल्ली, ML चीं खाशेलपणां म्हणल्यार ल्हव वजनाचो सकयले वटेन भागवल्लो ट्यूब जो बरी घटसाण दिवंक मध्यरेशेचेर आसा. दादल्यांची आवृत्ती.    """
4318,277,Korean,최고급 HL 프레임과 동일한 알루미늄 합금을 사용하는 ML 프레임은 최적의 강도를 제공할 수 있는 완벽한 직경을 위해 가벼운 다운튜브 밀링 방식을 채택했습니다. (남성용)
4319,277,Latvian,"""ML ir izgatavots no tāda paša alumīnija sakausējuma kā mūsu augstākās klases HL rāmis, un tam ir viegla apakšējā caurule ar teicamu diametru, kas nodrošina optimālu stiprību. Paredzēts vīriešiem."""
4320,277,Lithuanian,"""Pagamintas iš tokio pat aliuminio lydinio, kaip ir geriausi HL rėmai, ML yra lengvas apatinis rėmo vamzdis, apdirbtas staklėmis iki tobulo skersmens, kad būtų optimalaus stiprumo. Vyriška versija."""
4321,277,Luxenbourgish,"""Den ML-Kader ass aus der selwechter Aluminumskomposition wéi eisen Top-HL-Kader, an huet een liichten Tube mat engem perfekten Duerchmiesser fir eng optimal Stabilitéit. Versioun fir Männer."""
4322,277,Macedonian,"""Направена од истата алуминиумска легура како и нашата врвна HL рамка, ML рамката вклучува лесна надолна цевка обработена до совршениот дијаметар за оптимална издржливост. Машка верзија. """
4323,277,Malaysian,"""Diperbuat daripada aloi aluminium yang sama dengan keluaran rangka HL terunggul kami, ML mencirikan tiub ke bawah yang ringan yang ditempa ke diameter tepat untuk kekuatan optimum. Versi lelaki."""
4324,277,Maori,"""Ko tētahi āhuatanga o te ML he pū whakaheke māmā te taumaha i waihangatia kia tino tika rawa atu te rangiwhiti kia tino kaha rawa atu ai. Kia mōhio mai kua hangā tēnei ki taua pūhi konganuku konumohe anō i mahia ai tā mātou tino anga, arā, ko te HL. Ko tā te tāne whakaaturanga tēnei."""
4325,277,Marathi,आमच्या मालिकेतील सर्वोच्च श्रेणीच्याच अ‍ॅल्युमिनियम मिश्रधातूच्या HL सांगाड्यापासून बनवलेल्या ML या पुरुषांसाठीच्या बनावटीमध्ये इष्टतम मजबुतीसाठी आणखी अचूक व्यासापर्यंत मिल केलेली वैशिष्ट्यपूर्ण हलक्या वजनाची डाऊन-ट्यूब आहे.
4326,277,Nepali,"""हाम्रो सब भन्दा राम्रो HL ढांचामा प्रयोग भएको अलुमिनियम अलोयले बनेको, ML ले सर्वश्रेष्ठ क्षमता को गोलाकारमा भएको एउटा हलुका डाउन ट्यूब मिल्‍ड दिन्छ. पुरुषहरूको संस्‍करण."""
4327,277,Norwegian,"""ML er laget av den samme aluminiumslegeringen som vår toppmodell, HL-rammen, og har et lett underrør som er frest til den perfekte diameteren for optimal styrke. Herremodell."""
4328,277,Nynorsk,"""ML er laga av den same aluminiumslegeringa som toppmodellen vår, HL-ramma, og har eit lett underrøyr som er frest til den perfekte diameteren for optimal styrke. Herremodell."""
4329,277,Pashto,"""ML د هغه المونیمو  ترکیباتو څخه جوړ شوی د کوم نه چی زمونږ تر ټولو غوره  چوکاټ HL جوړ شوی، ML د سپک وزن او د لاندینی تیوب د مناسب قطر د لرلو سره د ښه مقاومت درلودونکی دی. د نارینه دپاره"""
4330,277,Polish,"""Wykonana z tego samego stopu aluminium, co najbardziej zaawansowana rama HL, rama ML zawiera lekką rurę dolną, której średnicę dobrano pod kątem optymalnej wytrzymałości. Wersja męska."""
4331,277,Portuguese (European),"""Feita a partir da mesma liga de alumínio que a nossa estrutura HL topo de gama, a ML apresenta um espigão de selim leve com o diâmetro perfeito para níveis de desempenho óptimos. Versão masculina."""
4332,277,Punjabi,"""ਐਲੂਮੀਨੀਅਮ ਦੀ ਉਸੇ ਮਿਸ਼ਰਤ ਧਾਤ ਤੋਂ ਬਣਾਇਆ ਗਿਆ, ਜਿਸ ਤੋਂ ਸਾਡੇ ਸਭ ਤੋਂ ਵਧੀਆ HL ਫ੍ਰੇਮ ਬਣਾਏ ਜਾਂਦੇ ਹਨ, ML ਵਿੱਚ ਡਾਊਨ-ਟਿਊਬ ਦੇ ਵਿਆਸ ਨੂੰ ਸਭ ਤੋਂ ਅਨੁਕੂਲ ਮਜ਼ਬੂਤੀ ਦੇਣ ਵਾਸਤੇ ਵਿਵਸਥਿਤ ਕੀਤਾ ਜਾਂਦਾ ਹੈ। ਪੁਰਸ਼ਾਂ ਦਾ ਸੰਸਕਰਨ।"""
4333,277,Quecha,"""HL siqipi akllasqa sumaq aluminyupi hinam, ML pipas kantaq huk mana llasaq tubu ruyru kuchusqa ancha qaqay. Qarikunapaq."""
4334,277,Romanian,"""Realizat din acelaşi aliaj de aluminiu ca şi performantul nostru cadru HL, ML dispune de o porţiune descendentă uşoară a cadrului, frezată la diametrul ideal pentru o rezistenţă optimă. Versiune pentru biciclete bărbăteşti."""
4335,277,Rumansh,"""Il rom ML or dal medem liament d'aluminium sco il rom HL da qualitad superiura, dispona d'in bischen lev cun in diameter perfetg per ina stabilitad optimala. Versiun per umens."""
4336,277,Russian,"""Сделанная из того же алюминиевого сплава, что и лидер класса — модель HL, рама ML характеризуется легкой нижней трубой рамы, отфрезерованной до идеального диаметра, обеспечивающего оптимальную жесткость. Мужская модель."""
4337,277,Serbian - Cyrillic,"""Направљен од исте легуре алуминијума као и наш врхунски HL рам, ML располаже лаком цеви и идеалним промером за савршену снагу. Мушка верзија."""
4338,277,Serbian - Latin,"""Napravljen od iste legure aluminijuma kao i naš vrhunski HL ram, ML raspolaže lakom cevi i idealnim promerom za savršenu snagu. Muška verzija."""
4339,277,Slovak,"""Rám ML je vyrobený z rovnakej zliatiny hliníka ako náš najlepší rad rámov HL a vyniká ľahkou spodnou rámovou rúrkou, ktorá vďaka vytvarovaniu do perfektného priemeru zaručuje ideálnu pevnosť. Pánska verzia."""
4340,277,Slovenian,"""Okvir ML ima izjemno lahko spodnjo cev s premerom, ki omogoča največjo trdnost, in je narejen iz enake aluminijeve zlitine kot okvir najvišjega razreda HL. Moška različica."""
4341,277,Spanish,"""De la misma aleación de aluminio que nuestro cuadro HL de gama superior, el ML incluye un tubo descendente ligero cortado en un diámetro perfecto para una fuerza óptima. Para hombres."""
4342,277,Swahili,"""Kwa kuwa imeundwa toka kwa aloi moja ya alumini kama fremu yetu ya hali ya juu ya HL,  ML ina tyubu ya chini yenye uzani mdogo iliyotengezwa kwa upana unaofaa kwa nguvu bora. Toleo la wanaume."""
4343,277,Swedish,ML-lättviktsramen som är tillverkad av samma aluminiumlegering som vår bästa HL-ram och är utformad för optimal styrka. Herrmodell.
4344,277,Tamil,"""எங்களுடைய தரமிக்க HL ஃபிரேமில் உள்ள அதே அலுமினிய கலப்பு உலோகத்தில் தயாரிக்கப்பட்டுள்ளது, மிகச்சிறந்த வலிமைக்காக இலேசான எடையுள்ள முழுமையான விட்டத்தைக் கொண்ட கீழ்நோக்கு குழாயை ML கொண்டுள்ளது. ஆண்களுக்கான வடிவம்."""
4345,277,Telugu,మా అగ్రశ్రేణి HL ఫ్రేమ్ లాగానే అదే అల్యూమినియం మిశ్రమ లోహంతో తయారైన ML  అత్యధిక దృఢత్వం కోసం ఖచ్చితమైన వ్యాసానికి మిల్ చేయబడిన తేలికయిన డౌన్-ట్యూబ్ విశిష్టతతో ఉంది.   పురుషుల వెర్షన్.
4346,277,Tswana,"""E dirilwe ka motswakotshipi wa aluminiamo o o tshwanang le wa foreimi ya rona ya HL ya maemo-a-godimo, ML e na le tšhupu-tlase e e boimatlhofo e e dirilweng go nna le molagare o o siametseng maatla a a magolo. Mofuta wa banna.  """
4347,277,Ukrainian,"""Рами серії ML виготовляються з алюмінієвого сплаву, що використовується під час виготовлення рам передової серії HL. Вертикальна легкосплавна труба цих рам відфрезована до діаметру, що забезпечує оптимальну міцність. Версія для чоловіків."""
4348,277,Urdu,"""ہمارے اعلی خط والے HL فریم کی طرح یکساں المونیم معدنی آمیزش سے تیار شدہ، ML ہلے وزن والے ڈاؤن ٹیوب کی خصوصیت پیش کرتا ہے جو موافق طاقت کے لئے صحیح قطر میں پسا ہوا ہے۔ مردوں کا ورژن۔"""
4349,277,Vietnamese,"""Được làm từ hợp kim nhôm giống với khung HL chất lượng hàng đầu, khung ML có đặc điểm là thanh đứng nhẹ với đường kính phù hợp nhất nhằm đảm bảo độ bền tối ưu. Kiểu xe nam."""
4350,277,Welsh,"""Wedi ei wneud o'r un aloi alwminiwm â'n ffrâm HL blaenaf, mae'r ML yn cynnwys tiwb lawr ysgafn wedi ei lifanu i'r diamedr perffaith ar gyfer cryfder optimaidd. Fersiwn dynion."""
4351,277,Zulu,"""Yakhiwe ngengxube yensimbi ye-aluminiyamu efana neyefremu lethu le HL elisezingeni eliphezulu, i ML ineshubhu eliphansi elinesisindo esilula elenziwe laba idayamitha ekahle ukunika amandla amakhulu. Isihumusho sabesilisa."""
4352,278,Afrikaans,"""Die ML, wat gemaak word van dieselfde aluminium-allooi as ons topreeks HL-raam, spog met ’n liggewig onderste pyp wat vir optimale krag tot die perfekte deursnee gekartel is. Weergawe vir mans."""
4353,278,Albanian,"""I prodhuar nga i njëjti aliazh alumini me atë të trupit tonë HL me cilësinë më të mirë, ML ka një tub të pjerrët me peshë të lehtë, i frezuar në një diametër të përkryer, për të dhënë një rezistencë optimale. Versioni për burra. """
4354,278,Basque,Bere kategoriako onena den gure HL markoa bezalako aluminio aleazioarekin eginda dago ML markoa eta beheko barra arinari diametro perfektoaren forma eman diogu erresistentzia ezin hobea eskaintzeko. Gizonentzako bertsioa.
4355,278,Bosnian (Cyrillic),"""Направљен од исте легуре алуминијума као и наш врхунски HL рам, ML располаже лаком цеви и идеалним промером за савршену снагу. Мушка верзија."""
4356,278,Bosnian (Latin),"""Napravljen od iste legure aluminijuma kao i naš vrhunski HL ram, ML raspolaže lakom cevi i idealnim promerom za savršenu snagu. Muška verzija."""
4357,278,Brazilian,"""Feito com a mesma liga de alumínio que nosso quadro HL topo de linha, o ML tem um tubo inferior leve fresado para ter o diâmetro perfeito e a resistência ideal. Versão masculina."""
4358,278,Bulgarian,"""Направена от същата алуминиева сплав като нашата висококачествена HL рамка, ML рамката се отличава с лека основна тръба, създадена с идеалния диаметър за оптимална здравина. Мъжка версия."""
4359,278,Catalan,"""Fabricat amb el mateix aliatge d'alumini que el nostre quadre de primera qualitat HL, l'ML té un quadre inferior lleuger fresat al diàmetre perfecte per a una resistència òptima. Versió per a homes."""
4360,278,Chinese - Hongkong,ML 車架採用與我們的高檔 HL 車架完全相同的鋁合金，其質地輕巧的下管經過磨製，口徑長度恰到好處，並能發揮最大強度。適合男士使用。
4361,278,Chinese - Trad,ML 車架使用與本公司高檔 HL 車架完全相同的鋁合金，其質地輕巧的下管經過磨製，口徑長度恰到好處，能夠將強度提升到極致。適合男士使用。
4362,278,Croatian,"""Izrađen od iste aluminijske legure kao i naš najbolji okvir HL, ML se sastoji od lagane donje cijevi valjane na savršeni promjer za optimalnu čvrstoću. Muška verzija."""
4363,278,Czech,Rám ML je vyroben ze stejné hliníkové slitiny jako rám HL z nejvyšší řady. Dolní rámová trubka je vyfrézovaná do dokonalého průměru pro optimální pevnost.
4364,278,Danish,"""ML-stellet, der er lavet af den samme aluminiumblanding som vores topmodel HL-stellet, har et letvægtsskrårør, der er udformet, så det giver optimal styrke. Model til mænd."""
4365,278,Dutch,Het ML-frame is van dezelfde aluminiumlegering als ons eersteklas HL-frame. Voor optimale kracht is de lichtgewicht onderste framebuis op de perfecte diameter gefreesd. Herenversie.
4366,278,Estonian,"""Meie tipptootega, HL-raamiga, samast alumiiniumsulamist valmistatud ML-i iseloomustab kerge kaaluga raamitoru, mille läbimõõt on optimaalse tugevuse saavutamiseks täpselt välja arvestatud. Meeste mudel."""
4367,278,Farsi,"""قاب ML که از همان آلیاژ آلومینیومی قاب منحصر به فرد HL ما ساخته شده است، یک لوله سبک نورد شده به اندازه قطر مناسب برای حصول بیشترین قدرت را دارا می باشد. نوع مردانه."""
4368,278,Finnish,"""ML-runko on valmistettu samasta alumiiniseoksesta kuin HL-huippurunkomme, ja sen kevyt alaputki on työstetty halkaisijaltaan optimaaliseksi kestävyyttä ajatellen. Miesten malli."""
4369,278,Galician,"""Feito coa mesma aliaxe de aluminio que os nosos cadros de gama alta HL, o ML dispón dun tubo pola parte de abaixo lixeiro, feito no diámetro xusto para acadar a resistencia óptima. Versión para homes."""
4370,278,Greek,"""Κατασκευασμένο από το ίδιο κράμα αλουμινίου με το κορυφαίο πλαίσιο HL, το ML διαθέτει έναν ελαφρύ, κάθετο σωλήνα που τροχίζεται με τέλεια διάμετρο για μέγιστη αντοχή. Έκδοση για άντρες."""
4371,278,Gujrati,"""અમારી અગ્ર હરોળની HL ફ્રેમ જેમાંથી બની છે તેવી જ ઍલ્યુમિનિયમ મિશ્ર ધાતુમાંથી બનેલી ML ની લાક્ષણિકતા છે હળવા વજનની ડાઉન-ટ્યુબ, જેનો ચોક્કસ વ્યાસ મહત્તમ મજબૂતાઇ પ્રદાન કરે છે. પુરુષો માટેનું સંસ્કરણ. """
4372,278,Hindi,जिस एल्युमीनियम अयस्क से हमारा सबसे बेहतरीन HL फ़्रेम बनता है उसी से बनने वाले ML में अधिकतम मज़बूती प्रदान करने के लिए एकदम सटीक व्यास के साथ बनाई गई एक हल्के वज़न वाली डाउन-ट्यूब होती है. पुरुष संस्करण. 
4373,278,Hungarian,A legfelső kategóriás HL vázzal egyező alumíniumötvözetből készült ML váz pehelykönnyű alsó csövét az optimális szilárdság eléréséhez szükséges átmérőjűre martuk. Férfi változat.
4374,278,Icelandic,ML-stellið smíðað úr sömu álblöndu og HL-stellið og er búið léttri niðurstöng sem skorin er af nákvæmni með þvermáli sem skilar bestum styrk. Karlastell.
4375,278,Indonesian,"""Terbuat dari alloy aluminium yang sama seperti rangka HL kami yang terdepan, ML dilengkapi pipa bawah ringan yang diproses dengan diameter yang tepat untuk kekuatan optimal. Model untuk pria."""
4376,278,Inuktitut,"""nFC/s/z nNymJ6 x0pzi4 m3Dwoz]J2 nFC/s/s2 tu5tx?os3ymi3XK5 HL, b4fxl ML se5goxEym1uJ5 h9lozl N7mtx6gu4 namic3Li n8qdt4nzk5."""
4377,278,Irish,Tá an ML  déanta den chóimhiotal alúmanaim céanna is atá an fráma is foirfe HL agus tá fánphíobán éadrom ann atá muilleáilte chun an cumhacht optamach a sholáthar. Leagan na bhfear. 
4378,278,Italian,Il modello ML è realizzato nella medesima lega di alluminio utilizzata per il telaio HL alto di gamma ed è dotato di un tubo obliquo leggero con un diametro che consente di offrire la resistenza ottimale. Modello da uomo.
4379,278,Kannada,ಗಂಡಸರಿಗಾಗಿ ಇರುವ ಸೈಕಲ್‌ನಲ್ಲಿ HL ಫ್ರೇಮ್ ಮಾಡಿರುವ ಖನೀಜದಿಂದಲೆ ಮಾಡಿರುವ ML ಸರಿಯಾದ ಅಳತೆಯ ಹಾಗೂ ಸಾಮರ್ಥ್ಯ ಹೆಚ್ಚಿಸುವ ಸಲುವಾಗಿ ಮಾಡಿರುವ ಕೆಳಮುಖ ಕೊಳವೆಯಾಗಿದೆ.  
4380,278,Kazakh,Ең үздік HL қаңқасымен бірдей алюминий қорытпадан жасалған ML қаңқасының жеңіл төменгі түтігі ең тиімді беріктік үшін ыңғайлы диаметрмен иіледі. Ерлерге арналған.
4381,278,Konkani,"""आमचे वयले HL फ्रेमी सारक्याच आलुमिन मिस्रधातू पासून तयार केल्ली, ML चीं खाशेलपणां म्हणल्यार ल्हव वजनाचो सकयले वटेन भागवल्लो ट्यूब जो बरी घटसाण दिवंक मध्यरेशेचेर आसा. दादल्यांची आवृत्ती.    """
4382,278,Korean,최고급 HL 프레임과 동일한 알루미늄 합금을 사용하는 ML 프레임은 최적의 강도를 제공할 수 있는 완벽한 직경을 위해 가벼운 다운튜브 밀링 방식을 채택했습니다. (남성용)
4383,278,Latvian,"""ML ir izgatavots no tāda paša alumīnija sakausējuma kā mūsu augstākās klases HL rāmis, un tam ir viegla apakšējā caurule ar teicamu diametru, kas nodrošina optimālu stiprību. Paredzēts vīriešiem."""
4384,278,Lithuanian,"""Pagamintas iš tokio pat aliuminio lydinio, kaip ir geriausi HL rėmai, ML yra lengvas apatinis rėmo vamzdis, apdirbtas staklėmis iki tobulo skersmens, kad būtų optimalaus stiprumo. Vyriška versija."""
4385,278,Luxenbourgish,"""Den ML-Kader ass aus der selwechter Aluminumskomposition wéi eisen Top-HL-Kader, an huet een liichten Tube mat engem perfekten Duerchmiesser fir eng optimal Stabilitéit. Versioun fir Männer."""
4386,278,Macedonian,"""Направена од истата алуминиумска легура како и нашата врвна HL рамка, ML рамката вклучува лесна надолна цевка обработена до совршениот дијаметар за оптимална издржливост. Машка верзија. """
4387,278,Malaysian,"""Diperbuat daripada aloi aluminium yang sama dengan keluaran rangka HL terunggul kami, ML mencirikan tiub ke bawah yang ringan yang ditempa ke diameter tepat untuk kekuatan optimum. Versi lelaki."""
4388,278,Maori,"""Ko tētahi āhuatanga o te ML he pū whakaheke māmā te taumaha i waihangatia kia tino tika rawa atu te rangiwhiti kia tino kaha rawa atu ai. Kia mōhio mai kua hangā tēnei ki taua pūhi konganuku konumohe anō i mahia ai tā mātou tino anga, arā, ko te HL. Ko tā te tāne whakaaturanga tēnei."""
4389,278,Marathi,आमच्या मालिकेतील सर्वोच्च श्रेणीच्याच अ‍ॅल्युमिनियम मिश्रधातूच्या HL सांगाड्यापासून बनवलेल्या ML या पुरुषांसाठीच्या बनावटीमध्ये इष्टतम मजबुतीसाठी आणखी अचूक व्यासापर्यंत मिल केलेली वैशिष्ट्यपूर्ण हलक्या वजनाची डाऊन-ट्यूब आहे.
4390,278,Nepali,"""हाम्रो सब भन्दा राम्रो HL ढांचामा प्रयोग भएको अलुमिनियम अलोयले बनेको, ML ले सर्वश्रेष्ठ क्षमता को गोलाकारमा भएको एउटा हलुका डाउन ट्यूब मिल्‍ड दिन्छ. पुरुषहरूको संस्‍करण."""
4391,278,Norwegian,"""ML er laget av den samme aluminiumslegeringen som vår toppmodell, HL-rammen, og har et lett underrør som er frest til den perfekte diameteren for optimal styrke. Herremodell."""
4392,278,Nynorsk,"""ML er laga av den same aluminiumslegeringa som toppmodellen vår, HL-ramma, og har eit lett underrøyr som er frest til den perfekte diameteren for optimal styrke. Herremodell."""
4393,278,Pashto,"""ML د هغه المونیمو  ترکیباتو څخه جوړ شوی د کوم نه چی زمونږ تر ټولو غوره  چوکاټ HL جوړ شوی، ML د سپک وزن او د لاندینی تیوب د مناسب قطر د لرلو سره د ښه مقاومت درلودونکی دی. د نارینه دپاره"""
4394,278,Polish,"""Wykonana z tego samego stopu aluminium, co najbardziej zaawansowana rama HL, rama ML zawiera lekką rurę dolną, której średnicę dobrano pod kątem optymalnej wytrzymałości. Wersja męska."""
4395,278,Portuguese (European),"""Feita a partir da mesma liga de alumínio que a nossa estrutura HL topo de gama, a ML apresenta um espigão de selim leve com o diâmetro perfeito para níveis de desempenho óptimos. Versão masculina."""
4396,278,Punjabi,"""ਐਲੂਮੀਨੀਅਮ ਦੀ ਉਸੇ ਮਿਸ਼ਰਤ ਧਾਤ ਤੋਂ ਬਣਾਇਆ ਗਿਆ, ਜਿਸ ਤੋਂ ਸਾਡੇ ਸਭ ਤੋਂ ਵਧੀਆ HL ਫ੍ਰੇਮ ਬਣਾਏ ਜਾਂਦੇ ਹਨ, ML ਵਿੱਚ ਡਾਊਨ-ਟਿਊਬ ਦੇ ਵਿਆਸ ਨੂੰ ਸਭ ਤੋਂ ਅਨੁਕੂਲ ਮਜ਼ਬੂਤੀ ਦੇਣ ਵਾਸਤੇ ਵਿਵਸਥਿਤ ਕੀਤਾ ਜਾਂਦਾ ਹੈ। ਪੁਰਸ਼ਾਂ ਦਾ ਸੰਸਕਰਨ।"""
4397,278,Quecha,"""HL siqipi akllasqa sumaq aluminyupi hinam, ML pipas kantaq huk mana llasaq tubu ruyru kuchusqa ancha qaqay. Qarikunapaq."""
4398,278,Romanian,"""Realizat din acelaşi aliaj de aluminiu ca şi performantul nostru cadru HL, ML dispune de o porţiune descendentă uşoară a cadrului, frezată la diametrul ideal pentru o rezistenţă optimă. Versiune pentru biciclete bărbăteşti."""
4399,278,Rumansh,"""Il rom ML or dal medem liament d'aluminium sco il rom HL da qualitad superiura, dispona d'in bischen lev cun in diameter perfetg per ina stabilitad optimala. Versiun per umens."""
4400,278,Russian,"""Сделанная из того же алюминиевого сплава, что и лидер класса — модель HL, рама ML характеризуется легкой нижней трубой рамы, отфрезерованной до идеального диаметра, обеспечивающего оптимальную жесткость. Мужская модель."""
4401,278,Serbian - Cyrillic,"""Направљен од исте легуре алуминијума као и наш врхунски HL рам, ML располаже лаком цеви и идеалним промером за савршену снагу. Мушка верзија."""
4402,278,Serbian - Latin,"""Napravljen od iste legure aluminijuma kao i naš vrhunski HL ram, ML raspolaže lakom cevi i idealnim promerom za savršenu snagu. Muška verzija."""
4403,278,Slovak,"""Rám ML je vyrobený z rovnakej zliatiny hliníka ako náš najlepší rad rámov HL a vyniká ľahkou spodnou rámovou rúrkou, ktorá vďaka vytvarovaniu do perfektného priemeru zaručuje ideálnu pevnosť. Pánska verzia."""
4404,278,Slovenian,"""Okvir ML ima izjemno lahko spodnjo cev s premerom, ki omogoča največjo trdnost, in je narejen iz enake aluminijeve zlitine kot okvir najvišjega razreda HL. Moška različica."""
4405,278,Spanish,"""De la misma aleación de aluminio que nuestro cuadro HL de gama superior, el ML incluye un tubo descendente ligero cortado en un diámetro perfecto para una fuerza óptima. Para hombres."""
4406,278,Swahili,"""Kwa kuwa imeundwa toka kwa aloi moja ya alumini kama fremu yetu ya hali ya juu ya HL,  ML ina tyubu ya chini yenye uzani mdogo iliyotengezwa kwa upana unaofaa kwa nguvu bora. Toleo la wanaume."""
4407,278,Swedish,ML-lättviktsramen som är tillverkad av samma aluminiumlegering som vår bästa HL-ram och är utformad för optimal styrka. Herrmodell.
4408,278,Tamil,"""எங்களுடைய தரமிக்க HL ஃபிரேமில் உள்ள அதே அலுமினிய கலப்பு உலோகத்தில் தயாரிக்கப்பட்டுள்ளது, மிகச்சிறந்த வலிமைக்காக இலேசான எடையுள்ள முழுமையான விட்டத்தைக் கொண்ட கீழ்நோக்கு குழாயை ML கொண்டுள்ளது. ஆண்களுக்கான வடிவம்."""
4409,278,Telugu,మా అగ్రశ్రేణి HL ఫ్రేమ్ లాగానే అదే అల్యూమినియం మిశ్రమ లోహంతో తయారైన ML  అత్యధిక దృఢత్వం కోసం ఖచ్చితమైన వ్యాసానికి మిల్ చేయబడిన తేలికయిన డౌన్-ట్యూబ్ విశిష్టతతో ఉంది.   పురుషుల వెర్షన్.
4410,278,Tswana,"""E dirilwe ka motswakotshipi wa aluminiamo o o tshwanang le wa foreimi ya rona ya HL ya maemo-a-godimo, ML e na le tšhupu-tlase e e boimatlhofo e e dirilweng go nna le molagare o o siametseng maatla a a magolo. Mofuta wa banna.  """
4411,278,Ukrainian,"""Рами серії ML виготовляються з алюмінієвого сплаву, що використовується під час виготовлення рам передової серії HL. Вертикальна легкосплавна труба цих рам відфрезована до діаметру, що забезпечує оптимальну міцність. Версія для чоловіків."""
4412,278,Urdu,"""ہمارے اعلی خط والے HL فریم کی طرح یکساں المونیم معدنی آمیزش سے تیار شدہ، ML ہلے وزن والے ڈاؤن ٹیوب کی خصوصیت پیش کرتا ہے جو موافق طاقت کے لئے صحیح قطر میں پسا ہوا ہے۔ مردوں کا ورژن۔"""
4413,278,Vietnamese,"""Được làm từ hợp kim nhôm giống với khung HL chất lượng hàng đầu, khung ML có đặc điểm là thanh đứng nhẹ với đường kính phù hợp nhất nhằm đảm bảo độ bền tối ưu. Kiểu xe nam."""
4414,278,Welsh,"""Wedi ei wneud o'r un aloi alwminiwm â'n ffrâm HL blaenaf, mae'r ML yn cynnwys tiwb lawr ysgafn wedi ei lifanu i'r diamedr perffaith ar gyfer cryfder optimaidd. Fersiwn dynion."""
4415,278,Zulu,"""Yakhiwe ngengxube yensimbi ye-aluminiyamu efana neyefremu lethu le HL elisezingeni eliphezulu, i ML ineshubhu eliphansi elinesisindo esilula elenziwe laba idayamitha ekahle ukunika amandla amakhulu. Isihumusho sabesilisa."""
4416,279,Afrikaans,"""Die LL-raam bied ’n veilige, gemaklike rit, terwyl dit met ’n waarde-vir-geld aluminiumraam voortreflike stampabsorpsie verskaf."""
4417,279,Albanian,"""Trupi LL prej alumini, ofron një ngarje të rehatshme dhe të sigurt, një amortizim të shkëlqyer të goditjeve, për një raport shumë të mirë cilësi-çmim."""
4418,279,Basque,"""LL koadroak gidatze-esperientzia segurua eta erosoa eskaintzen dizu, baita kolpeen indargetze handiagoa ere, prezio bikaineko aluminiozko markoari esker."""
4419,279,Bosnian (Cyrillic),"""LL рам пружа сигурну и удобну вожњу, као и првокласну апсорпцију неравнина уз економичну цијену алуминијумског рама."""
